,author_collect_nr,author_fans_nr,author_name,author_note_nr,comment_nr,content,datePublished,images,like_nr,star_nr,title,url,user_url
405,452,190,大禹木南,23.0,90.0,小黑瓶快用完了 红腰子是刚开，趁专柜打折入的红腰子是压头  小黑瓶是滴管个人觉得化妆的时候还是压头的方便，不然还得拧啊拧啊左边是小黑瓶 右边是红腰子红腰子质地比较黏稠，但是抹到脸上会立马被吸收掉 ，我是当肌底液用，打开毛孔小黑瓶非常非常保湿，我是当精华用两个搭配着用，一个月以后会感觉毛孔变小，脸会亮很多，会变白，也没有变很白，我觉得是我资深黄皮，太难变白了 但是我也没有追求让自己变白，吃什么美白丸什么的，顺其自然就好啦，健康最重要！好多宝宝问我到底哪个好用，要我说啊，就两瓶都入了，少买一件衣服，少下一顿馆子就有了如果非要选一个的话，夏天入红腰子，秋冬入小黑瓶吧 红腰子相对干爽一些#兰蔻小黑瓶  红腰子  #资生堂  兰蔻,2018-04-19T02:17:00,"['https://ci.xiaohongshu.com/65c3740c-39d1-496c-9e30-6eb52ee75337?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/264b02c7-5343-44d0-9762-d49d002cb0f3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0bf8c36c-721d-4eca-9ca4-7680f10db496?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/3b63b825-c014-4c19-b2c4-086d39242b6b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/959d8aff-6856-47b3-84eb-61dad0a8a422?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",126,82,资生堂红腰子 兰蔻小黑瓶 使用感受,https://www.xiaohongshu.com/discovery/item/5ad78b9d07ef1c2b8ed5ed92,https://www.xiaohongshu.com/user/profile/581e977750c4b45cfc87454a
2988,10,17,Lovkaey,4.0,0.0,其实小黑瓶作为肌底液不应该和精华液一起对比，但是它化妆台上的地位真的是一瓶顶三瓶。小黑瓶的好太多就不说了，清爽保湿，促进吸收。之前用过30ml，真心好用又回购了100ml，俄带890到手还是很划算的。在回购之前看到有人推荐它的同门姐妹欧莱雅小黑瓶，据说是同样的厂家同样的配方，但是怎么说呢…上脸真不是一样的效果。不好吸收的结果就是糊在脸上疯狂搓泥，避雷吧。相比来说澳洲水光针的吸收比欧莱雅黑瓶吸收上好很多。使用了娇兰金箔乳以后基本上底妆只涂兰蔻黑瓶，偶尔觉得哪里干，点涂水光针精华就ok了，不担心厚重起痘和搓泥。上面说的都是保湿为主。夏天脸上晒起了淡斑，还有手欠扣的痘印，最近种草修丽可的CE精华和色修精华，有用过的宝贝可以留言为我推荐下哟~,2019-06-17T00:49:00,"['https://ci.xiaohongshu.com/ddaf5b63-d9b9-39c6-9de6-8d2bb4561431?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/39dee5f4-9db6-30cc-afc6-f5e4caa32238?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0dae22fe-3774-3671-8757-c81a143d6d7f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/2c2cb851-40dd-3af4-9729-b006b87c3f45?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",5,0,买了不后悔的小黑瓶,https://www.xiaohongshu.com/discovery/item/5d067326000000002703e8e1,https://www.xiaohongshu.com/user/profile/55a9c63662a60c0ba56fc72a
3817,335,6,JennyX,1.0,15.0,美白是满满长路 需要不断实践 才能找到适合自己的美白产品🚧5月底被小红书种草，买了一个日本的美白丸，用完一个瓶后，发现白了一个度，但也不是那种很厉害的冷白皮，总的来讲美白效果算很好的1️⃣美白丸 @Brighten因为常去日本，所以对日本美白丸的产品都略知一二，这次被小红书种草的日本美白丸，之前在日亚就看见过，一瓶一个月的量，食用期间没有不良反应，大姨妈也正常，重要的是真的可以美白2️⃣its～ sekken是我在日本逛街时买的，看见主要功效是祛除黑头，使得皮肤更加美白细腻就买了，折合人民币几十块，很好用3️⃣红腰子 @SHISEIDO资生堂这个不用介绍了，和sk2小灯泡一样，几乎一直都在间断性购买4️⃣保湿补水产品这个是日本朋友直接推荐给我的，我也不知道叫什么，国内也没有搜到，但是很好用，我皮肤很干，洗完脸后涂抹完全不刺激，干性皮肤差不多半个月就会有很明显的水润感㊙️以上产品，除了红腰子都算日本小众的产品，但是真的很好用，所以分享给大家💯也感谢小红书良心种草，虽然无法白成冷白皮，但也很满足了，毕竟一个月就特别特别美白的产品，我不敢用，怕有副作用参与晒单 @Brighten,2019-06-30T10:37:00,"['https://ci.xiaohongshu.com/412cc68d-8e67-3b1f-9a41-62e77bfab3d6?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/dd0dbf72-1596-3e25-bdf4-1312135e2e56?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/a5b466a6-5085-36f1-857f-ac53b9338996?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/acd68151-f37b-3b1c-a785-d275fda3ea6f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/47faed3d-1f66-3c55-bba4-28d96f6db566?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/1e3d0ec4-3767-3cc3-8a35-e751185c8c42?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/de412af0-b5a0-3c46-a4c8-bf0207f1610e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/4a5c052e-a32b-3b29-9267-e4ac4e7f805f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9966f149-0ed5-3a08-8b74-38450f555138?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",122,213,日本好用美白丸分享👀天生黑黄皮美白实践‼️,https://www.xiaohongshu.com/discovery/item/5d18207c0000000027006e04,https://www.xiaohongshu.com/user/profile/5cae74b100000000120107c3
1898,564,27,程程小阿姨,6.0,204.0,🙋🙇🙎💁🙇🙆程程小阿姨课堂开课了！！！ 之前被很多小红书上的小仙女姐姐种草了资生堂红腰子精华资生堂 Shiseido ，突然发现天🐱官网搞了活动，算下来正装加小样竟然比免税店划算～✨✨日上免税店:50ml ￥599      100ml￥983✨✨香港专柜:50ml￥759        75ml￥927✨✨然鹅～天🐱官网:￥1180包括(统计的我眼睛都快花了):🙈红腰子精华110ml(老会员)105ml(新会员)红腰子眼精华5ml红色蜜露精华液8ml盼丽风姿洗面奶30ml新漾美肌乳液15ml新透白洗面奶30ml新透白水25ml新透白祛斑乳液15ml新漾美肌精华乳15ml新漾美肌日用精华乳15ml新漾美肌精华霜10ml悅薇洁面乳30ml*2悅薇乳液15ml悅薇水25ml蓝胖子防晒15ml--------------------具体攻略如下～🌟🌟1.买正装30ml两瓶的套装默认赠送图2上的一堆小样～没错！！是一堆！！🌟🌟2.备注暗号:有额外赠品💧［新客礼］:适用于新注册的会员， 赠送:5ml红腰子精华💧［资生堂会员礼］:适用于老会员，赠送:10ml红腰子精华💧［傲娇美力］:所有人，可与上面两个暗号叠加使用，赠送:新漾美肌精华乳15ml+盼丽风姿抗皱洗面奶30ml🌟🌟3.新会员也可以在会员页面兑换盼丽风姿抗皱洗面奶30ml，数量有限，目前已经兑换完～🌟🌟4.敲黑板！会员生日月也会有丰厚的会员礼哦，所以新会员和没填生日的会员注意喽！！！！把生日写在是4月 ，会有额外赠送的会员礼:新透白美肌洗面奶30ml新漾美肌精华乳15ml新漾美肌日用精华乳15ml新漾美肌精华润肤霜10ml🌟🌟5.划重点！100元购买图3小样 ，赠送1000-100优惠券，支付尾款当天使用，虽然这样并没有便宜，但是相当于又得了两个小样，尾款还可以六期免息！！！🌟🌟6.积分换购见图4，购买套装可获得双倍积分，积分换购:红腰子精华10ml+红色蜜露精华液8ml，老会员积分充足可本次换购，新会员可下次换购！--------------------下课！！！🏃,2019-04-04T20:03:00,"['https://ci.xiaohongshu.com/50fb110a-414d-3f00-b325-23bcf9d7baf0?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/2dbedd74-042f-53d4-923b-f494d4dd2d6f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/d2c8aa25-1243-53aa-8474-e1f663405a53?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/7500c5d9-f6d6-5c2f-a081-150da03019ec?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9a9cc420-b3d6-5839-b5b0-af219b60f7b6?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",156,262,超级划算的资生堂红腰子精华购买攻略～～～,https://www.xiaohongshu.com/discovery/item/5ca5f2ae000000000d039947,https://www.xiaohongshu.com/user/profile/5aafb27f11be102db3283f29
3116,8,2,熙儿,89.0,0.0,兰蔻小黑瓶肌底液100ml，水前精华，能修复受损皮肤，紧致抗老，很保湿，用完皮肤嫩嫩滑滑的，还能促进后续保养品的吸收，,2019-06-21T11:45:00,"['https://ci.xiaohongshu.com/0187e830-944f-3f73-b487-1745752af3b9?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/8079f0f1-376a-3c3f-8eb7-a6ce7284711b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/136d3c08-bdb6-3e1d-946a-820dce43b292?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",0,0,兰蔻小黑瓶肌底液100ml，水前精华，能修复受损皮肤，紧致抗老,https://www.xiaohongshu.com/discovery/item/5d0c52c6000000002802861e,https://www.xiaohongshu.com/user/profile/5c6a73f80000000011007293
2608,51,8,jolinnnnn,17.0,7.0,梅西85折优惠时候买的，两个30毫升红腰子套装，送了两只口红，一个化妆包，一个礼包，一个片状粉底。但是梅西把这个单分成了3个包裹，我又是用的不能合箱的四方，导致我的转运费100+，目前其他的都还没有到简单说下梅西的包装，就是一个长盒子，里面用牛皮纸稍微垫了一下，没有其他保护，每次看到这些包装我真的都心惊胆战的……长途跋涉这么远，难免遇到暴力快递，能完整的见到我真是让人庆幸。然后是说说梅西的活动，折扣时候入手真的超级划算，超值套装➕85折➕超级诱人的礼品，一开始是送正装面霜，很快就断货了，我买的时候只有口红了，然后不到半天满额赠品全部送完。总之，下次再遇到这种机会，剁手就对了，而且千万不要犹豫！,2019-06-04T08:20:00,"['https://ci.xiaohongshu.com/f902e507-17f7-30a4-b174-f7112a9e9544?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/879a76ef-2e3e-309d-8dda-e2bc981efcd5?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/d6d4e5e2-bc00-3882-8f6f-af8513835f68?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/448125aa-c2e6-3151-bb02-7590af030e26?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",2,0,资生堂红腰子开箱～,https://www.xiaohongshu.com/discovery/item/5cf5b96200000000260051c8,https://www.xiaohongshu.com/user/profile/5cceb1d4000000001002e09d
3661,17,4,叮当响铃铛🔔,8.0,0.0,悦薇水乳已经使用过好几套啦，我选的是清爽版的，不油腻，亲测不会踩雷。保湿很ok，抗初老是没感觉，但也不可能有感觉吧，也不是什么高级别的抗皱，只要未来的每一天都能少衰老一点点 就很满足啦！😘资生堂红腰子应该不用多推，火到不行，一整套使用下来，我皮肤状态还是很稳定的，上粉底液也不会浮粉。当然功劳也少不了平时的敷面膜等护肤程序。前段时间去日本买了一套嘉娜宝旗下impress系列的水乳，使用一套后再来记录🌟,2019-06-29T11:30:00,['https://ci.xiaohongshu.com/bc31ae8a-5ba7-3bea-85bd-1ff131bca313?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],1,0,悦薇水乳搭配红腰子  超赞,https://www.xiaohongshu.com/discovery/item/5d16db6e0000000027013ccd,https://www.xiaohongshu.com/user/profile/56efd03f4775a7175cd2e4ff
1549,136,43,䛑䛑,19.0,1.0,小棕瓶、小黑瓶的正确打开方式你get了吗？敲黑板，两款产品亲测，良心笔记，小本本都备起来！作为一枚中年少女，皮肤状态已经到了走下坡路的年纪了，然鹅日常下班晚，睡前敷面膜这项工作对我来说实在太累了太繁重了，所以几乎面膜就很少敷了（薯宝们不要向我学习呀，该勤快的地方还得勤快），所以做为最简单的护肤步骤，精华的选择就尤为重要，都说小黑瓶和小棕瓶好，一开始我也在纠结要选哪一个？因为要买粉水，所以先买了小黑瓶，兰蔻最喜欢的就是捆绑销售，所以什么眼部精华组合着买了一大堆说到这里顺便说说粉水和眼部精华：兰蔻的护肤品基本上都是属于清爽挂的，所以粉水看着很浓稠，实际很好吸收也不会油腻厚重，作为一款护肤水个人觉得还是挺好用的，但别幻想护肤水能对你的肤质有什么质的改变，不然精华这种东西就不会存在了；再说眼部精华可以说很垃圾了，几乎没啥用，可能太过清爽保湿滋润效果太差，薯宝们有好用的眼霜和精华求推荐啊！转回正题，小黑瓶最大的特点就是见效快，用之前整个脸部皮肤摸着是比较糙的（看不出来能摸出来的那种），使用大概一两天皮肤摸着就明显柔滑很多了。而且最主要的是用完小黑瓶脸上的毛孔尤其是鼻子上的黑头都肉眼可见的细腻了很多。后来又换了小棕瓶，小棕瓶见效要比小黑瓶慢些，大概一周左右真正的效果才能显现，小棕瓶在修复毛孔上弱了点，面部皮肤对比不明显，但对鼻子上的黑头效果几乎没有，而且总感觉小棕瓶黄色的液体对肤色的提升没什么效果，甚至有点暗沉，也可能是心理因素。后来听了老爸测评大概明白了为什么会有上面的差别，简单说小黑瓶是通过类似去除的方式使得皮肤变好，而小棕瓶是通过修复的方式使得皮肤变好，所以小黑瓶见效快，小棕瓶见效慢但相对温和很多。综合评比：1.小黑瓶30ml的价格跟小棕瓶50ml的价格相差不了多少（不包括活动期间），所以小棕瓶从量上占优势2.小黑瓶见效快，但对角质层薄的人不友好，小棕瓶正好相反，见效略慢细节上也比小黑瓶差些，但主打修复，不挑皮。综合起来如果不差钱而且角质层厚的选小黑瓶，角质层薄的选小棕瓶或者小黑瓶和小棕瓶交叉使用，但要保证小黑瓶的频率低于小棕瓶；只关注价格的还是建议直接选择小棕瓶，毕竟不挑皮量还大点。,2019-03-07T09:44:00,"['https://ci.xiaohongshu.com/e1ed2afe-92b1-5d2d-bfc6-43a204a3a42c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/8b192007-0a9a-5823-8607-25db90511b40?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/391d3155-c987-508e-97cd-ea52c29be1d5?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",7,0,小棕瓶、小黑瓶的正确打开方式你get了吗？ 敲黑板，两款产品亲测，良心笔记，小本本都备起来！,https://www.xiaohongshu.com/discovery/item/5c807795000000000f00c8e0,https://www.xiaohongshu.com/user/profile/59e76ce94eacab7f6cd59d17
3194,28,2,大小宝贝儿的Alink,5.0,0.0,最近刚刚进了一个号称眼霜杀手的雅诗兰黛小棕瓶，快递已经到啦，过几天给你们上使用效果哈😃😃😃,2019-06-23T11:54:00,['https://ci.xiaohongshu.com/6c8afa20-9595-3208-8271-b2ce180c021c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],5,0,雅诗兰黛小棕瓶,https://www.xiaohongshu.com/discovery/item/5d0ef7e1000000002802bb70,https://www.xiaohongshu.com/user/profile/5a2f6cd84eacab50143e2d57
3379,59,21,小红薯大熊婶儿,17.0,0.0,SKII面霜，略油腻，不适合夏季使用.红腰子空瓶了，但是说效果，只能说保湿吧，其他效果真心没看到.娇兰二合一导入精华，特别干的干皮妹子可以试一下..我属于敏感干皮，但是，这款精华用的我搓泥...所以从去年冬天到现在还这么多呢...效果也一般.雅诗兰黛线雕精华，新入，后期会反馈给大家值不值得使用.这个Labo Labo毛孔收缩水，去角质的妹子们试一试，效果相当不错，但是毛孔收缩效果...没看到🤦🏿‍♀️.SKII神仙水，除了那个抹布馊味受不了，效果还是不错的，不油不腻很清爽.,2019-06-27T00:16:00,"['https://ci.xiaohongshu.com/f79aa16f-de37-3aad-8109-f0bd4d435573?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/c28390da-02ad-327b-aef3-78815c2d807e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9d73d450-0924-33cc-8e9f-cba4611ff60b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/60e69ee5-c2bc-35ce-84b8-2908749e851f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/29864550-7acc-3277-8f48-e46d122c4d83?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/6b6e9218-d38d-373d-90ce-636651012e28?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",0,0,再来一帖 精华和面霜,https://www.xiaohongshu.com/discovery/item/5d139a5600000000270178e2,https://www.xiaohongshu.com/user/profile/5a5f202a11be100871077256
2208,1.1万,5318,大喵喵,81.0,9.0,二裂酵母的风啊，小棕瓶吹了30年～号称所有大牌精华都会用的成分！长效抗氧化，强修复，每15秒卖出1瓶！！辣么，二裂酵母是什么？度娘说，二裂酵母发酵液能够抑制活性并能促进DNA修复，有效保护皮肤不受紫外线引起的损伤，用于乳化、水基及水醇体系的护肤、防晒及晒后护理产品，帮助预防表皮及真皮的光老化～雅诗兰黛小棕瓶，兰蔻小黑瓶，欧莱雅黑精华中都含有这个成分，强大的修复能力可以说毋庸置疑！朋友推荐这款绿叶二裂酵母紧致眼霜用了一周～成分：看成分表二裂酵母排很前面哦，下血本啦！！质地很啫喱乳状很高级的质地，味道一般啦，价格：15g价格是小棕瓶眼霜1/4不到哈哈，眼周＋全脸一起涂抹不心疼！功效：用了一周左右眼角、法令都感觉紧致很多！良心国货啦！全脸抗老不心疼！盘你！,2019-05-06T22:18:00,"['https://ci.xiaohongshu.com/7db2b59d-0dbf-5d43-8118-8b8a8a8df292?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/c7fa7096-3353-53b6-b403-92e3a43b283f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/aa615ccf-b8d5-3390-9e46-7db42afa3d6a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/578e5d2b-08d3-54f9-ad26-dfbd4e018f3b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/5ebe2f69-e310-552f-b33f-84597710b46e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/edb5012f-1c9b-54cf-b46d-762e7f7677e3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",106,86,小棕瓶家族平价替代！ 只推荐这款！,https://www.xiaohongshu.com/discovery/item/5cd04238000000000f01c986,https://www.xiaohongshu.com/user/profile/5792c89482ec39205f9e5fbb
1246,119,14,EVTA,74.0,1.0,兰蔻肌底液‼️兰蔻小黑瓶肌底液  一款经典不衰的精华，能修复受损皮肤，紧致抗老收毛孔，总之用起来感觉很好，很保湿用完皮肤滑滑的，最重要的促进后续保养品的吸收， 这么大一瓶可以用大半年！不粘稠 很清透！ 促进皮肤新陈代谢 修复受损细胞！ 最直观的感受就是 用完后 原本脸坑洼的地方 平滑了好多！,2019-01-21T00:59:00,"['https://ci.xiaohongshu.com/42571890-831e-58dc-994f-9972c70694e3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/b17b7901-b265-5c31-9aa6-1389ed8a8f4e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/dd10f85b-c74e-5d6f-a0ef-f9dfb6902c98?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/86daef20-c5e3-5b6f-b51a-a7c0f4629810?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/e529d0d6-c08a-57d5-a130-07649ea5d123?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/88a1d21a-273a-5093-852b-595abcebcc49?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",7,2,兰蔻肌底液‼️兰蔻小黑瓶肌底液 一款经典不衰的精华，能修复受损皮肤,https://www.xiaohongshu.com/discovery/item/5c44a8fe000000000e02f912,https://www.xiaohongshu.com/user/profile/5c445ee4000000000600372f
1673,2447,2033,美容皮肤科唐旭医生,123.0,114.0,西班牙英诺褪黑小棕瓶滚针治疗，抑制黑色素再生。淡化色斑，美白皮肤，提亮肤色，改善黑眼圈、痘印。,2019-03-15T18:27:00,,109,78,西班牙英诺褪黑小棕瓶滚针治疗，抑制黑色素再生。淡化色斑，美白皮肤，提亮肤色，改善黑眼圈、痘印。,https://www.xiaohongshu.com/discovery/item/5c8b7e11000000000d01731d,https://www.xiaohongshu.com/user/profile/5aff6991e8ac2b620a684838
4257,22,29,💤Miss&#39;懵💋,4.0,2.0,来自非专业写手的叨逼叨我属于敏感肌，有一段时间每个月都三四天脸突然泛红，发热，简直比大姨妈都准，那个时候真的太难受了，当然也不是完全用以上的东西改善的，但多少还是有帮助。因人而异吧。其实，泛红发热还有一丢丢红肿这种情况我觉得和身体情况有关系，还是需要去医院检查调理一下。但平时熬夜一多，大姨妈前后皮肤都会不是很好，我一般出现脸颊、三角区域起皮的情况。如果第二天有很重要的约会，我会在前一天涂抹“皮康王”涂抹这个是真的没有办法的办法，效果好但是它属于药品，含有激素，所以效果才会好。会有一定的依赖性。所以不建议去用它，除非真的万不得已。进入正题：菲洛嘉真的不用多说什么了，这个十全大补面膜真的好用，对得起这个价。说它有各种提亮，改善暗黄，补水，皮肤松弛，细纹干纹巴拉巴拉等效果所以叫它十全大补面膜，但个人觉得对我来说补水比较明显吧。我一星期用两到三次，每次用完后我还会在贴一张补水面膜。这个值得推荐朵梵这个绝对就是冲着改善敏感泛红这四个字去的，价钱个人觉得有点…我是用完水后再涂这个，和别的品牌的精华液比起来比较……怎么说，不专业的词就是“稀”哈哈！就是类似于化妆水的感觉比较不像精华，有点淡淡的玫瑰香。我以前用这种有玫瑰香的水会过敏，但这款不会。不油腻是真的，祛红目前还没有感觉到，它应该适合配合他们家的产品一起用效果可能会更好。但我建议大家不要跟风买，有些人反而还会有过敏的现象。资生堂的红腰子真的对我个人来说“完美”。用李佳奇的话说“买它”！质感刚好，不油腻比较清爽，很好吸收，祛红效果不错。不能说比小棕瓶有多好但更适合我。用完以后我觉得我们亚洲人可能更适合日韩的东西吧小棕瓶我妈倒说挺好的…菲洛嘉和红腰子买起来。,2019-07-02T14:08:00,"['https://ci.xiaohongshu.com/c0396376-9f29-327e-85a1-10b4c2728a5f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/3373b1e0-2f9d-313d-8d22-c0af9d67da4a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/78947cd3-0cef-3ceb-9056-e240b3726c45?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/1088b3ba-53ed-3087-bbbf-8df85566c28e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",5,0,来自非专业写手的叨逼叨 我属于敏感肌，有一段时间每个月都三四天脸突然泛红,https://www.xiaohongshu.com/discovery/item/5d1af4f400000000280032c9,https://www.xiaohongshu.com/user/profile/5754417c5e87e737a6992574
1794,1,17,怀念小时候---,16.0,0.0,❖ 今日安利·兰蔻小黑瓶肌底液今天安利小黑瓶除了功效以外，还有价格。尤其是100ml的价格简直好到让人瞠目结舌。现在周遭的小伙伴们都逐渐踏入抗老军团，此时精华则是抗老工作的“主力将军”。优秀的肌底液有兰蔻、资生堂红腰子。这两款个人比较喜欢（雪花秀属于比较平价的）兰蔻主打修复，调整肌肤状态。肌底液还能促进后续护肤品的吸收，让皮肤状况up up📈♡♡♡,2019-03-26T15:17:00,"['https://ci.xiaohongshu.com/0dd31733-c977-5ca7-9b83-f09ba4b4e134?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/af174140-8339-54d4-8c6e-fe151221bc21?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/ade1bd55-e1d7-515d-828c-0f5133c2fb54?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0f1f1401-1095-5e2c-91b4-157b4e863a07?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9f6616a8-773f-5e25-a2b6-6718193c9ac5?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/150fd24b-ee90-52e1-a321-d85d1e6e2d89?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",1,0,❖ 今日安利·兰蔻小黑瓶肌底液 今天安利小黑瓶除了功效以外，还有价格。,https://www.xiaohongshu.com/discovery/item/5c99d21b000000000e02c607,https://www.xiaohongshu.com/user/profile/5c8fb51f00000000160244f0
